igId,date,followers,follows,posts,reachTotal,reachFollower,reachNonFollower,reachUnknown,impressions,profileVisits,webTaps,adReach,adLikes,adComments,adSaves,adShares,feedReach,feedLikes,feedComments,feedSaves,feedShares,storyReach,storyLikes,storyComments,storySaves,storyShares,reelReach,reelLikes,reelComments,reelSaves,reelShares,carouselReach,carouselLikes,carouselComments,carouselSaves,carouselShares
"""17841426142742891""",2025/03/11,724,415,342,72,54,18,0,156,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,69,0,0,0,0
"""17841426142742891""",2025/03/12,724,415,342,94,77,17,0,170,8,2,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,90,0,0,0,0
"""17841426142742891""",2025/03/13,724,415,343,81,68,13,0,164,8,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,80,0,0,0,0
"""17841426142742891""",2025/03/14,724,415,344,107,95,12,0,232,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,105,0,0,0,0
"""17841426142742891""",2025/03/15,724,415,344,99,90,9,0,192,7,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,97,0,0,0,0
"""17841426142742891""",2025/03/16,724,415,344,38,30,8,0,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
"""17841426142742891""",2025/03/17,722,414,344,55,44,11,0,172,2,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,53,0,0,0,0
"""17841426142742891""",2025/03/18,724,415,345,70,56,14,0,162,3,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,70,0,0,0,0
"""17841426142742891""",2025/03/19,724,415,345,100,85,15,0,185,5,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,97,0,0,0,0
"""17841426142742891""",2025/03/20,724,415,346,73,62,11,0,136,7,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,72,0,0,0,0
"""17841426142742891""",2025/03/21,721,413,347,103,98,5,0,232,11,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,103,0,0,0,0
"""17841426142742891""",2025/03/22,722,413,347,99,92,7,0,198,9,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,98,0,0,0,0
"""17841426142742891""",2025/03/23,722,413,347,35,25,10,0,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0
"""17841426142742891""",2025/03/24,722,413,347,67,52,15,0,126,7,0,0,0,0,0,0,2,4,0,0,0,37,0,0,0,0,0,0,0,0,0,66,0,0,0,0
"""17841426142742891""",2025/03/25,741,413,348,73,62,11,0,147,6,0,0,0,0,0,0,1,21,0,0,0,27,0,0,0,0,0,0,0,0,0,73,0,0,0,0
"""17841426142742891""",2025/03/26,724,413,348,100,84,16,0,314,16,0,0,0,0,0,0,1,22,0,0,0,23,0,0,0,0,1,0,0,0,0,100,0,0,0,0
"""17841426142742891""",2025/03/27,724,413,349,79,70,9,0,173,9,0,0,0,0,0,0,0,10,0,0,0,39,0,0,0,0,0,0,0,0,0,79,0,0,0,0
"""17841426142742891""",2025/03/28,725,413,350,97,88,9,0,195,7,0,0,0,0,0,0,0,24,0,0,0,27,0,0,0,0,0,0,0,0,0,96,0,0,0,0
"""17841426142742891""",2025/03/29,725,413,350,105,94,11,0,205,5,0,0,0,0,0,0,0,21,0,0,0,29,0,0,0,0,0,0,0,0,0,105,0,0,0,0
"""17841426142742891""",2025/03/30,726,413,350,36,31,5,0,50,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
"""17841426142742891""",2025/03/31,726,413,350,52,44,8,0,88,2,0,0,0,0,0,0,1,2,0,0,0,25,0,0,0,0,0,0,0,0,0,51,0,0,0,0
"""17841426142742891""",2025/04/01,724,412,350,44,37,7,0,80,8,3,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,44,0,0,0,0
"""17841426142742891""",2025/04/02,724,412,350,17,11,6,0,40,4,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0
"""17841426142742891""",2025/04/03,724,412,351,47,44,3,0,61,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
"""17841426142742891""",2025/04/04,724,412,352,97,85,12,0,260,10,0,0,0,0,0,0,0,31,0,0,0,22,0,0,0,0,0,0,0,0,0,97,0,0,0,0
"""17841426142742891""",2025/04/05,725,413,352,99,83,16,0,246,14,0,0,0,0,0,0,0,17,0,0,0,16,0,0,0,0,0,0,0,0,0,99,0,0,0,0
"""17841426142742891""",2025/04/06,724,413,352,43,32,11,0,75,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0
"""17841426142742891""",2025/04/07,724,413,352,51,45,6,0,94,8,0,0,0,0,0,0,0,5,0,1,0,30,0,0,0,0,0,0,0,0,0,50,0,0,0,0
"""17841426142742891""",2025/04/08,723,413,353,73,64,9,0,125,8,0,0,0,0,0,0,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,73,0,0,0,0
"""17841426142742891""",2025/04/09,726,413,353,93,85,9,0,154,9,0,0,0,0,0,0,0,14,0,0,0,19,0,0,0,0,0,0,0,0,0,93,0,0,0,0
"""17841426142742891""",2025/04/10,726,413,354,75,73,3,0,152,6,0,0,0,0,0,0,1,14,0,0,0,23,0,0,0,0,0,0,0,0,0,74,0,0,0,0
"""17841426142742891""",2025/04/11,726,413,355,87,83,4,0,200,6,1,0,0,0,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,87,0,0,0,0
"""17841426142742891""",2025/04/12,726,413,355,92,80,12,0,280,8,3,0,0,0,0,0,1,13,0,0,0,25,0,0,0,0,1,0,0,0,0,92,0,0,0,0
"""17841426142742891""",2025/04/13,726,413,355,35,25,10,0,112,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
"""17841426142742891""",2025/04/14,727,413,355,55,44,12,0,130,9,1,0,0,0,0,0,2,3,0,0,0,30,0,0,0,0,0,0,0,0,0,53,0,0,0,0
"""17841426142742891""",2025/04/15,728,413,356,70,56,15,0,170,9,0,0,0,0,0,0,5,9,0,0,0,14,0,0,0,0,1,0,0,0,0,66,0,0,0,0
"""17841426142742891""",2025/04/16,728,413,356,86,80,6,0,141,5,0,0,0,0,0,0,1,15,0,0,0,16,0,0,0,0,0,0,0,0,0,85,0,0,0,0
"""17841426142742891""",2025/04/17,728,413,357,80,73,8,0,152,8,0,0,0,0,0,0,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,78,0,0,0,0
"""17841426142742891""",2025/04/18,728,413,358,93,79,14,0,187,6,0,0,0,0,0,0,4,18,0,0,0,22,0,0,0,0,0,0,0,0,0,89,0,0,0,0
"""17841461513791818""",2024/12/23,330,148,70,3827,31,3802,0,4966,151,3,3802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,0,0,0,50,0,0,0,0
"""17841461513791818""",2024/12/24,330,148,70,4082,32,4046,0,5376,159,3,4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,0,0,0,57,0,0,0,0
"""17841461513791818""",2024/12/25,333,148,70,4588,37,4588,0,5781,157,5,4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,67,0,0,0,0
"""17841461513791818""",2024/12/26,335,148,70,4674,40,4655,0,5711,143,3,4664,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,64,0,0,0,0
"""17841461513791818""",2024/12/27,336,148,71,4645,57,4588,0,5434,115,7,4626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,80,0,0,0,0
"""17841461513791818""",2024/12/28,337,148,71,4417,100,4382,0,5403,143,6,4382,0,0,0,0,0,0,0,0,0,59,0,0,0,0,36,0,0,0,0,144,0,0,0,0
"""17841461513791818""",2024/12/29,338,148,71,4391,76,4349,0,5318,146,0,4340,2,0,0,0,0,0,0,0,0,41,0,0,0,0,50,0,0,0,0,130,0,0,0,0
"""17841461513791818""",2024/12/30,338,148,71,4514,46,4451,0,5465,141,2,4505,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,71,0,0,0,0
"""17841461513791818""",2024/12/31,340,148,71,4082,34,4068,0,5471,146,4,4075,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,5,0,0,0,70,0,0,0,0
"""17841461513791818""",2025/01/01,342,148,72,3789,77,3726,0,5168,145,3,3654,2,0,0,0,0,0,0,0,0,0,0,0,0,0,237,18,0,2,0,51,0,0,0,0
"""17841461513791818""",2025/01/02,342,148,72,1240,60,1194,0,1719,64,5,1193,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69,14,0,1,0,25,0,0,0,0
"""17841461513791818""",2025/01/04,342,148,72,12,5,7,0,46,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0
"""17841461513791818""",2025/01/05,341,148,72,14,6,8,0,52,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0
"""17841461513791818""",2025/01/06,341,148,72,18,11,7,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,0,0,0,0
"""17841461513791818""",2025/01/07,341,148,73,2681,77,2627,0,4179,150,13,2535,1,0,0,0,0,0,0,0,0,0,0,0,0,0,237,8,0,1,0,70,0,0,0,0
"""17841461513791818""",2025/01/08,340,148,73,4374,120,4267,0,7663,255,20,4173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,327,14,0,1,0,112,0,0,0,0
"""17841461513791818""",2025/01/09,342,148,73,4514,45,4487,0,6565,206,8,4505,5,0,2,0,0,0,0,0,0,0,0,0,0,0,100,4,0,3,0,78,0,0,0,0
"""17841461513791818""",2025/01/10,347,148,73,4283,89,4211,0,6372,262,3,4196,2,0,1,0,0,0,0,0,0,78,0,0,0,0,92,4,0,2,0,80,0,0,0,0
"""17841461513791818""",2025/01/11,350,148,73,4460,70,4425,0,6178,267,6,4399,2,0,0,0,0,0,0,0,0,55,0,0,0,0,84,2,0,0,0,73,0,0,0,0
"""17841461513791818""",2025/01/12,351,147,73,4340,31,4307,0,5536,261,7,4324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3,0,1,0,69,0,0,0,0
"""17841461513791818""",2025/01/13,351,147,73,4417,27,4382,0,5710,234,2,4408,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70,4,0,2,0,67,0,0,0,0
"""17841461513791818""",2025/01/14,352,147,73,4795,86,4655,0,6392,245,7,4664,1,0,3,0,0,0,0,0,0,81,0,0,0,0,84,6,0,1,0,82,0,0,0,0
"""17841461513791818""",2025/01/15,352,147,73,4340,76,4275,0,6152,230,12,4283,2,0,1,0,0,0,0,0,0,55,0,0,0,0,81,1,0,0,0,82,0,0,0,0
"""17841461513791818""",2025/01/16,353,147,73,4243,36,4227,0,5630,196,5,4235,2,0,1,0,0,0,0,0,0,3,0,0,0,0,59,0,0,1,0,56,0,0,0,0
"""17841461513791818""",2025/01/17,357,147,73,3860,81,3815,0,5015,219,5,3821,1,0,0,0,0,0,0,0,0,69,0,0,0,0,50,0,0,1,0,52,0,0,0,0
"""17841461513791818""",2025/01/18,365,147,74,3783,88,3702,0,5108,211,12,3708,2,0,0,0,0,0,0,0,0,43,0,0,0,0,57,2,0,0,0,90,0,0,0,0
"""17841461513791818""",2025/01/19,367,147,76,4259,103,4188,0,5973,254,4,4157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145,8,0,2,0,151,0,0,0,0
"""17841461513791818""",2025/01/20,368,147,76,4283,103,4165,0,5922,257,4,4142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,183,7,0,2,0,159,0,0,0,0
"""17841461513791818""",2025/01/21,376,147,76,4569,109,4460,0,6049,281,7,4434,2,0,0,0,0,0,0,0,0,80,0,0,0,0,129,27,0,1,0,132,0,0,0,0
"""17841461513791818""",2025/01/22,385,147,76,4203,79,4157,0,6085,233,8,4142,2,0,0,0,0,0,0,0,0,44,0,0,0,0,91,49,0,0,0,106,0,0,0,0
"""17841461513791818""",2025/01/23,389,147,76,4053,50,4017,0,5611,208,8,3982,1,0,2,0,0,0,0,0,0,0,0,0,0,0,86,25,0,3,0,103,0,0,0,0
"""17841461513791818""",2025/01/24,393,147,77,4211,61,4165,0,5592,209,13,4127,3,0,1,0,0,0,0,0,0,0,0,0,0,0,85,5,0,3,0,118,0,0,0,0
"""17841461513791818""",2025/01/25,397,147,77,3975,107,3873,0,5464,209,12,3867,3,0,1,0,0,0,0,0,0,57,0,0,0,0,70,4,0,1,0,158,0,0,0,0
"""17841461513791818""",2025/01/26,396,147,77,4135,78,4061,0,5477,191,12,4097,2,0,0,0,0,0,0,0,0,45,0,0,0,0,70,2,0,1,0,121,0,0,0,0
"""17841461513791818""",2025/01/27,398,147,78,4039,99,3948,0,5568,205,10,3867,2,0,0,0,0,0,0,0,0,61,0,0,0,0,161,2,0,0,0,89,0,0,0,0
"""17841461513791818""",2025/01/28,404,148,78,4283,136,4127,0,6065,215,8,4061,1,0,0,0,0,0,0,0,0,59,0,0,0,0,270,21,0,4,0,84,0,0,0,0
"""17841461513791818""",2025/01/29,404,148,78,4082,61,4046,0,5781,192,6,4061,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,0,2,0,71,0,0,0,0
"""17841461513791818""",2025/01/30,404,148,78,3989,42,3954,0,5411,200,8,3961,2,0,2,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,0,70,0,0,0,0
"""17841461513791818""",2025/01/31,405,148,79,4010,67,3968,0,5210,187,6,3968,2,0,2,0,0,0,0,0,0,1,0,0,0,0,75,5,0,0,0,116,0,0,0,0
"""17841461513791818""",2025/02/01,406,148,79,3461,115,3340,0,4690,162,6,3365,1,0,1,0,0,0,0,0,0,54,0,0,0,0,66,3,0,3,0,163,0,0,0,0
"""17841461513791818""",2025/02/02,406,148,79,2685,76,2609,0,3644,129,9,2609,2,0,1,0,0,0,0,0,0,44,0,0,0,0,63,0,0,3,0,120,0,0,0,0
"""17841461513791818""",2025/02/03,407,148,79,1537,24,1522,0,1882,64,3,1512,0,0,1,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,34,0,0,0,0
"""17841461513791818""",2025/02/04,410,148,79,587,12,575,0,727,27,0,561,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,20,0,0,0,0
"""17841461513791818""",2025/02/05,410,148,79,33,9,24,0,134,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,25,0,0,0,0
"""17841461513791818""",2025/02/06,409,148,79,19,4,15,0,66,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0
"""17841461513791818""",2025/02/07,411,148,79,3032,29,2993,0,3993,164,9,3006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,70,0,0,0,0
"""17841461513791818""",2025/02/08,414,148,79,5329,30,5307,0,7994,425,26,5292,5,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,0,1,0,152,0,0,0,0
"""17841461513791818""",2025/02/09,423,148,79,7310,40,7296,0,11010,635,39,7286,5,0,1,0,0,0,0,0,0,0,0,0,0,0,278,2,0,1,0,235,0,0,0,0
"""17841461513791818""",2025/02/10,431,149,79,8149,41,8125,0,37146,643,41,8139,3,0,1,0,0,0,0,0,0,0,0,0,0,0,275,1,0,3,0,247,0,0,0,0
"""17841461513791818""",2025/02/11,432,149,79,7922,34,7893,0,10964,527,33,7885,6,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,0,3,0,180,0,0,0,0
"""17841461513791818""",2025/02/12,438,149,80,7447,77,7411,0,9814,467,22,7414,5,0,1,0,0,0,0,0,0,0,0,0,0,0,157,2,0,1,0,199,0,0,0,0
"""17841461513791818""",2025/02/13,441,149,80,1787,107,1691,0,2675,178,13,1682,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,1,0,158,0,0,0,0
"""17841461513791818""",2025/02/14,443,149,81,3607,98,3515,0,4759,234,12,3499,1,0,1,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,153,0,0,0,1
"""17841461513791818""",2025/02/15,445,149,81,5971,140,5847,0,7471,321,20,5828,3,0,1,0,0,0,0,0,0,76,0,0,0,0,86,0,0,0,0,207,0,0,0,1
"""17841461513791818""",2025/02/16,449,149,81,6010,95,5950,0,7791,452,13,5971,4,0,0,0,0,0,0,0,0,49,0,0,0,0,137,0,0,4,0,194,0,0,0,0
"""17841461513791818""",2025/02/25,493,149,83,5600,37,5569,0,7056,314,9,5559,2,0,1,0,0,0,0,0,0,0,0,0,0,0,120,2,0,0,0,112,0,0,0,0
"""17841461513791818""",2025/02/26,491,149,83,5688,43,5651,0,6983,322,10,5676,4,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,92,0,0,0,0
"""17841461513791818""",2025/02/27,492,149,83,4365,86,4267,0,5345,259,11,4283,0,0,0,0,0,0,0,0,0,72,0,0,0,0,73,0,0,0,0,78,0,0,0,0
"""17841461513791818""",2025/03/01,498,149,83,3058,30,3036,0,4001,175,12,3023,0,0,0,0,0,0,0,0,0,2,0,0,0,0,86,3,0,0,0,53,0,0,0,0
"""17841461513791818""",2025/03/02,499,149,83,4880,41,4859,0,6770,307,11,4859,2,0,2,0,0,0,0,0,0,2,0,0,0,0,133,4,0,1,0,107,0,0,0,0
"""17841461513791818""",2025/03/03,508,149,84,3975,100,3900,0,5670,237,20,3900,2,0,2,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0,144,0,0,0,0
"""17841461513791818""",2025/03/04,515,149,84,3982,143,3789,0,6440,297,8,3808,3,0,1,0,0,0,0,0,0,0,0,0,0,0,112,5,0,1,0,229,0,0,0,0
"""17841461513791818""",2025/03/05,518,149,84,4251,64,4173,0,5951,283,15,4165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,121,3,0,4,0,154,0,0,0,0
"""17841461513791818""",2025/03/06,519,149,84,3900,51,3854,0,5247,248,16,3834,2,0,1,0,0,0,0,0,0,0,0,0,0,0,105,0,0,2,0,123,0,0,0,0
"""17841461513791818""",2025/03/07,524,149,85,3770,73,3684,0,5226,216,5,3678,3,0,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,5,0,125,0,0,0,0
"""17841461513791818""",2025/03/08,528,149,85,4157,119,4017,0,5938,293,10,4017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,1,0,199,0,0,0,0
"""17841461513791818""",2025/03/09,531,149,86,4324,165,4150,0,6174,268,14,4097,0,0,1,0,0,0,0,0,0,116,0,0,0,0,234,4,0,2,0,139,0,0,0,0
"""17841461513791818""",2025/03/10,535,149,86,4332,182,4203,0,6257,240,15,4068,0,0,0,0,0,0,0,0,0,112,0,0,0,0,323,10,0,4,0,102,0,0,0,0
"""17841461513791818""",2025/03/11,534,149,86,3996,137,3907,0,5630,222,17,3913,0,0,0,0,0,0,0,0,0,114,0,0,0,0,123,4,0,2,0,82,0,0,0,0
"""17841461513791818""",2025/03/12,539,149,86,4053,50,3996,0,5355,241,17,4017,1,0,0,0,0,0,0,0,0,4,0,0,0,0,106,2,0,3,0,80,0,0,0,0
"""17841461513791818""",2025/03/13,539,149,87,4332,62,4291,0,5790,227,8,4275,3,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,0,1,0,122,0,0,0,0
"""17841461513791818""",2025/03/14,541,149,87,4017,73,3941,0,5701,243,20,3934,2,0,0,0,0,0,0,0,0,1,0,0,0,0,99,2,0,0,0,145,0,0,0,0
"""17841461513791818""",2025/03/15,548,149,87,4434,61,4365,0,6182,272,20,4357,2,0,0,0,0,0,0,0,0,2,0,0,0,0,112,2,0,1,0,124,0,0,0,0
"""17841461513791818""",2025/03/16,551,149,88,4417,118,4267,0,6558,252,14,4332,5,0,2,0,0,0,0,0,0,6,0,0,0,0,188,8,0,2,0,100,0,0,0,0
"""17841461513791818""",2025/03/17,552,151,88,4487,136,4357,0,6013,259,16,4357,2,0,3,0,0,0,0,0,0,1,0,0,0,0,236,13,0,3,0,102,0,0,0,0
"""17841461513791818""",2025/03/18,555,151,88,4135,53,4097,0,5222,216,9,4068,4,0,2,0,0,0,0,0,0,0,0,0,0,0,122,4,0,0,0,83,0,0,0,0
"""17841461513791818""",2025/03/19,562,151,88,3934,44,3920,0,5328,253,7,3907,3,0,0,0,0,0,0,0,0,0,0,0,0,0,109,1,0,1,0,90,0,0,0,0
"""17841461513791818""",2025/03/20,564,151,89,4235,149,4039,0,5420,243,19,4061,3,0,0,0,0,0,0,0,0,112,0,0,0,0,92,2,0,0,0,140,0,0,0,0
"""17841461513791818""",2025/03/21,563,150,89,4235,185,4025,0,5569,205,31,4046,3,0,0,0,0,0,0,0,0,137,0,0,0,0,94,3,0,1,0,234,0,0,0,0
"""17841461513791818""",2025/03/22,567,150,89,3920,91,3854,0,5164,204,23,3847,4,0,0,0,0,0,0,0,0,33,0,0,0,0,112,2,0,0,0,155,0,0,0,0
"""17841461513791818""",2025/03/23,576,150,90,4188,118,4082,0,5738,263,22,4017,5,0,0,0,0,0,0,0,0,32,0,0,0,0,225,11,0,3,0,129,0,0,0,0
"""17841461513791818""",2025/03/24,579,150,90,3834,162,3648,0,5106,235,22,3504,6,0,1,0,1,1,0,2,0,86,0,0,0,0,359,13,0,4,0,83,0,0,0,0
"""17841461513791818""",2025/03/25,583,150,90,3345,86,3269,0,4404,199,12,3279,6,0,0,0,1,2,0,1,0,19,0,0,0,0,128,5,0,0,1,74,0,0,0,0
"""17841461513791818""",2025/03/26,589,150,90,3269,54,3225,0,4578,207,15,3240,4,0,0,0,2,4,0,2,0,0,0,0,0,0,116,5,0,0,0,81,0,0,0,0
"""17841461513791818""",2025/03/27,588,150,91,3515,106,3407,0,4917,186,12,3391,1,0,0,0,2,7,0,2,0,39,0,0,0,0,98,3,0,1,0,142,0,0,0,0
"""17841461513791818""",2025/03/28,591,150,91,3907,151,3770,0,5255,195,12,3757,3,0,0,0,0,5,0,2,0,73,0,0,0,0,99,0,0,2,0,203,0,0,0,0
"""17841461513791818""",2025/03/29,593,150,91,3867,69,3789,0,5193,192,10,3789,4,0,0,0,2,5,0,0,0,7,0,0,0,0,89,3,0,1,0,117,0,0,0,0
"""17841461513791818""",2025/03/30,595,150,92,3783,105,3702,0,5656,221,15,3714,3,0,3,0,3,2,0,0,0,38,0,0,0,0,165,11,0,2,0,92,0,0,0,0
"""17841461513791818""",2025/03/31,597,150,92,3854,158,3720,0,5661,221,6,3684,1,0,2,0,5,0,0,0,0,82,0,0,0,0,262,13,0,2,0,81,0,0,0,0
"""17841461513791818""",2025/04/01,599,150,92,3192,85,3099,0,4107,112,2,3099,1,0,1,0,1,0,0,0,0,3,0,0,0,0,110,2,0,0,0,49,0,0,0,0
"""17841461513791818""",2025/04/02,600,150,92,3913,59,3873,0,4872,155,5,3900,3,0,0,0,1,1,0,0,0,0,0,0,0,0,64,3,0,0,0,55,0,0,0,0
"""17841461513791818""",2025/04/03,606,150,93,3975,110,3873,0,4893,199,5,3887,2,0,0,0,2,7,0,2,0,40,0,0,0,0,82,5,0,0,0,143,0,0,0,0
"""17841461513791818""",2025/04/04,610,150,93,3982,160,3827,0,5445,225,11,3873,7,0,0,0,2,12,0,2,0,85,0,0,0,0,88,1,0,0,0,201,0,0,0,0
"""17841461513791818""",2025/04/05,615,150,93,5026,79,4935,0,6432,279,14,4969,4,0,0,0,3,4,0,2,0,5,0,0,0,0,100,0,0,0,0,103,0,0,0,0
"""17841461513791818""",2025/04/06,617,150,94,5745,147,5602,0,7534,318,13,5612,1,0,0,0,2,4,0,2,0,43,0,0,0,0,249,6,0,2,0,117,0,0,0,0
"""17841461513791818""",2025/04/07,620,151,94,5776,182,5640,0,7271,274,6,5579,3,0,1,0,2,3,0,1,0,71,0,0,0,0,326,12,0,4,0,96,0,0,0,0
"""17841461513791818""",2025/04/08,623,151,94,5461,78,5366,0,7064,245,10,5372,2,0,2,0,1,1,0,1,0,7,0,0,0,0,135,4,0,1,0,83,0,0,0,0
"""17841461513791818""",2025/04/09,625,151,94,5307,57,5231,0,6733,235,10,5295,4,0,1,0,1,2,0,0,0,0,0,0,0,0,103,0,0,1,0,84,0,0,0,0
"""17841461513791818""",2025/04/10,631,151,95,4434,139,4357,0,6097,214,11,4374,6,0,3,0,1,4,0,2,0,50,0,0,0,0,92,0,0,3,0,158,0,0,0,0
"""17841461513791818""",2025/04/11,631,151,95,4357,214,4090,0,5785,207,6,4120,3,0,1,0,1,16,0,2,0,83,0,0,0,0,95,3,0,1,0,255,0,0,0,0
